Tweet,created
Hahaha some people just have too much time!  @android vs @apple ... Again! pic.twitter.com/Kkq8FEmP04,25-10-2017
Have you pre-ordered your @Apple #iphone5c today... http://bit.ly/1eARpLz  pic.twitter.com/8ITaOAfKP2,20-10-2017
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION,29-10-2017
@howswelegant @Apple @bubblemania @lxforever OH MY THIS IS TRAGIC. i need your help with 211,17-10-2017
"iphone5c,??????? @Apple pic.twitter.com/JHIS5eisPg",19-10-2017
@Apple iPhone 5s and 5c: everything you need to know- http://bit.ly/17QodNi,18-10-2017
"RT @BozaAgency Topics:Highlights for @Apple's iPhone 5s, Putin's US PR firm, @twitter's IPO & @Socialwally brings social media to HD screens",19-10-2017
"They sell enough devices here  ""@Don_1ZA: @natz0711 @mishi_za @SamsungSA @Apple infrastructure not quite there yet""",21-10-2017
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,18-10-2017
Ok so I am gonna shout this out there to 1415 of you... would anyone like to donate an iPhone to the @instagram adventure?! ... @apple?,18-10-2017
"I'm at @Apple Store, Ross Park (Pittsburgh, PA) http://4sq.com/1eIAJ4S",16-10-2017
@Lafond66 @mallow610 @Apple that's a typical issue with fingerprint imaging Sensors. Dont like wet fingers (can't get a precise image),17-10-2017
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune},15-10-2017
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune},26-10-2017
@AHeaux @Apple guess you mr smart guy nstuff,19-10-2017
#PenyeVatImetufikisha inakua wacwac kufikiria kama @Apple Inc.,23-10-2017
Counterpoint: @Xconomy The iPhone 5S and 5C: Everything Is Amazing and Nobody Is Happy - http://s.shr.lc/PJ5Yjp  via @Shareaholic @apple,22-10-2017
The new iPhone 5s ans 5c what do you think? @apple,27-10-2017
"Just installed the 10.8.5 system update. @apple new desktop UI looks like metro, but without tiles... pic.twitter.com/4CFP5Lk6HZ",17-10-2017
What makes you :  )  Think about it! Then store & share it with the   :  ) fuel app (happy fuel) available @Apple App Store. #behappy,23-10-2017
Facebook??????TOCOM presents??????????????????????????@Apple Store???????12??????????? http://fb.me/1S22IOrjT,15-10-2017
@Apple Nl Nieuws 'Apple gebruikt bewegingsprocessor in Maps': Apple heeft grote plannen met de bewegingsproces...  http://bit.ly/yh1pyu,22-10-2017
Who was Steve John? He was whose @Apple tempted every one!Who Was Tim Cook? He was who tried to cook #apple with copied recipies of of #Dell,29-10-2017
@xfrancesjoanna @crocs @apple,26-10-2017
@Tyga sell 1 million copies of #TheGoldAlbum to @Apple so us iPhone users can get it early like Jay Z did for MagnaCarta at @SamsungMobileUS,24-10-2017
Me cago en tus muertos @apple,18-10-2017
@Apple clarifies #TouchID storage details to calm potential #security fears #iPhone http://fb.me/T2AxA0TY,25-10-2017
@Don_1ZA @mishi_za @SamsungSA @Apple I don't care who regulates it. Fact remains their devices are sold here and they generate revenue....,29-10-2017
"@benigeri Thanks Paul, given the commercial potential with for retail partners, I'm wondering why @apple didn't say more about iBeacon?",24-10-2017
i like having the most recent iphone no @apple stop,25-10-2017
@apple,24-10-2017
What the iPhone 5S tells us about @Apple and the Internet of Things http://buff.ly/1eM7I8r,27-10-2017
@Apple en diciembre tendre mi #Iphone 5s :D,16-10-2017
"With #iPhones confirmed, what's next for @Apple? http://usat.ly/1eEbgcE  via @USATODAY",28-10-2017
I wonder why #Apple adds have to include white girl black guy? Maybe they feel white guys black wen don't buy I phones. @apple.com,21-10-2017
@Apple @AyudaMovistarVe neither Movistar VE nor Apple! Who should do the unlocking of mi iphone4S? Help.,21-10-2017
"I'm at @Apple Store, Summit Mall (Fairlawn, OH) http://4sq.com/14GB9qw",17-10-2017
"Did @apple just make a wrong decision?  Well, no better and no worse in term of consumer-based innovation #imo",15-10-2017
@waathaaaaan @Apple,19-10-2017
Another look at the @Apple Fingerprints feature.   What do you think? True or False pic.twitter.com/dBWtlY6Moh,17-10-2017
@AnalogDanny @Apple kms,20-10-2017
vai toma no cu @apple,23-10-2017
What the iPhone 5S tells us about @Apple and the Internet of Things http://buff.ly/17Vo9vN,20-10-2017
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION,18-10-2017
"I'll admit I love my iphone but @apple will never get my fingerprint  NSA gets all the fingerprints of activists, I expect planted evidence.",27-10-2017
Sobre el #iPhone 5c http://ow.ly/oPyn7  @GeorgeOaks @manolo_e69 @lmuia @yatayoye @apple #tech,21-10-2017
Was at the @apple store today.. Guy next to me brought in iPad with cracked screen that he said he found in the... http://fb.me/2yCZjoTIh,20-10-2017
Newsflash: @Burberry Collaborates with @apple for the Spring/Summer 2014 Show at #LFW http://ow.ly/oPZc5  http://fb.me/2RUs2JZnI,29-10-2017
@cherylcole @apple #iphone5c http://fb.me/2PMMKdYvh,27-10-2017
"@Exhibit_K In fact, that should be the emoji for the action. HAA. We should write to @apple",30-10-2017
There needs to be an emoji of someone in yoga pants @apple then I could truly describe my day with emojis,18-10-2017
@betehene @apple #ipad 'e yapilan yanlis bize yapilmistir...,30-10-2017
@KaitlinBongo @Apple Kaitlin -___-,24-10-2017
New @Apple Patent: #iPad Anti-Reflective Display    http://bit.ly/17Wle65,21-10-2017
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune},29-10-2017
"I'm at @Apple Store, Crocker Park (Westlake, OH) http://4sq.com/14RQsYb",29-10-2017
"Seeking lower tax rate, @Airbnb follows @google and @apple in choosing Ireland as its European HQ |http://onforb.es/19RHH3K  #travel",30-10-2017
"@Apple's new @iPhone5c will be available to pre-order from Apple's online store on Friday, 13th of September.",27-10-2017
Hey @apple please add Internet connection status indicator on iOS 7 Wi-Fi settings panel. More granular signal strength meter be nice too.,20-10-2017
@apple,15-10-2017
{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune},19-10-2017
Plagiaat @apple ? pic.twitter.com/mHVCI5fSlE,22-10-2017
@apple para cuando la ota de ios7gm?? No me apetece hacer copia de seguridad,24-10-2017
Could @Apple & @PayPal announcements be game changers in the #mpayment landscape? #mcommerce #bluetooth @IR_Magazine http://bit.ly/18W3upH,30-10-2017
"""@JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan""<stop this Q, don't you have night shift ir something",30-10-2017
WHY WHY WHY WHY WHY WHY WHY WHY WHY WHY  @Apple @itunesfestival,26-10-2017
"Resumen de la keynote de @Apple en 8 GIFs claves: iOS 7 tiene fecha de lanzamiento, 18/09/2013 http://bit.ly/17t8zXo",28-10-2017
"We have something that YOU wish you had, called #BBM thats why #IChooseBlackBerry10 #BBM4ALL @BlackBerry @Apple @Google",17-10-2017
.@CNNEE @Microsoft es una potencia imparable en el mundo del desarrollo. Ahora tb en hardware. @Apple es un subproducto con aires de mimo.,21-10-2017
@Mr_EasyRyder @The_1nd_Only365 @Apple yu kno issie slow Collin lmaoo,30-10-2017
@windowsphone You sure were quick to take down those videos blatantly calling out @Apple that were done in poor taste and quality.,18-10-2017
@BostonReid @jasonreiner @apple lol,15-10-2017
Yo @apple .... We need a boxing glove emoji,27-10-2017
@beyonce @apple ??,17-10-2017
Make a stop sign emoji @apple,28-10-2017
Exijo mi dinero de vuelta @apple,24-10-2017
"Php, katanya low cost??? @apple",19-10-2017
Why doesn't my iPod have dinosaur emojis @apple,29-10-2017
@apple why,29-10-2017
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,19-10-2017
"If @apple's new #iphone5c case reminds you of Crocs, sorry, you're a freaking retard.",23-10-2017
When is @apple going to create an upgrade were we can un-send text messages,22-10-2017
@Apple #iPhone5C e #iPhone5S: i prezzi in Germania http://shar.es/iYsW0  via @TechstationIT,29-10-2017
"It's important that Apple not become the developer for the world. We need people to invent their own stuff."" - Tim Cook CEO of @Apple",29-10-2017
@APPLE @GOOGLE #CHROME - #TEST #TEST #TEST - #iPad (Retina) #Chrome REALLY #UGLY PAGE RENDERING LUGGIES pic.twitter.com/LH1K8R7tzU,29-10-2017
@fulltimebro @Apple #Hip 1/10,15-10-2017
@Microsoft getting #desperate willing to pay you $200  to trade your @apple ipads for tablets. #really? @venturebeat http://bit.ly/18XPNXl,21-10-2017
@Google 's laughing at @Apple and I am laughing at what was left of my love for @Chrome #stinks,16-10-2017
@Twohat007 @Apple  ppl will buy it BC lodes of ppl like it (I don't) but most of the ppl in the wold do so it will sell but don't know y,29-10-2017
@battalalgoos @apple,17-10-2017
"A harder look at @Apple's #iPhone 5S security scanner, which allows the user's fingerprint to become the password http://ow.ly/oN4UB",28-10-2017
We need emergency battery @Apple,28-10-2017
I need to somehow keep headphones attached to my phone at all times. @apple,22-10-2017
So the @apple genius dude left me because my laptop was loading too slow.,22-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtNw  Condescension, anyone?",15-10-2017
"Dear @Apple    im sure im not the only one that types ""nerd"" so lets stop putting a red line under it.    Thanks,  Diego??",26-10-2017
@Apple???????? ????????????????????????????????!,18-10-2017
@DroClicquot @Apple neither am I!! #soannoying,30-10-2017
.@APPLE Pls get #Safari reading list in cloud!,18-10-2017
"iPhone 5C battery life is being promoted as 10 days stand by time. Lol, I'm sure I wont need to charge my phone for 10 days @Apple",26-10-2017
Why is #deathmatch not included in the auto-text on the #iphone? Huh @Apple? No gamers on your auto-text dev team?,17-10-2017
Fantastic new phone concept from @davehakkens; this is the kind of thing @apple should have come up with http://thndr.it/14IFdTv,18-10-2017
Argh! No puedo entrar a mi iMac @AppStore @Apple,29-10-2017
@Apple i need a cholula emoji stat.,29-10-2017
@florinNitulescu @nokia is really taking off @apple  #HelpTheFellow ;),19-10-2017
"@nitoTV I wish @Apple could change or allow us to change background color from black to others, on AppleTV 2 and 3",26-10-2017
"So I tried to preorder iphone5s last night but couldn't, I'm guessing they're sold out already?! @VerizonWireless @apple",28-10-2017
Anybody know what's going on with my iPhone 5?! @apple #iphone5 pic.twitter.com/qgM8gDrwfE,24-10-2017
"No me gusta la letra C, lo siento tontos @Apple",16-10-2017
"@Apple If you release a thumbprint protected password autofill feature, thumb theft will become the evening news.",18-10-2017
The new #iPhone is out! Lets go buy a #Samsung #Galaxy!   @BridgetCarey @CNET @Apple @BrianTong,26-10-2017
"@DarrenSproat @nokia @Apple Yeah. But by now Samsung has ""pyrited"" it.",20-10-2017
make your iphones waterproof @apple,28-10-2017
I love my Apple TV but I think @netflix and @apple need to fix Apple TV and get autoplay... This process is so annoying,23-10-2017
"Lol RT @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/nnk3VWQaLU",27-10-2017
@Apple ??,26-10-2017
@ybarra214amy WELL IT'S NOT MY FAULT @apple DOESNT HAVE A PAL EMOJI!!!,17-10-2017
How do you get a icon that you accidentally deleted off your phone? #calendar #teamiphone @apple @iphone #apple #iphone,20-10-2017
Time to short @Apple? pic.twitter.com/DXuTJk5Evo,29-10-2017
@SagarKamesh @Apple I wasn't hurt at all.,19-10-2017
5s manita? RT @MizBuchitos Mi banca rota es culpa de @Apple :(,16-10-2017
"On hold with @Apple, they're playing ""I Remember"" by @deadmau5.. Yeah don't transfer my call yet, I can wait for this song to finish! ? #tbt",23-10-2017
@windowsphone THROWIN SHADE @apple,24-10-2017
Why won't @apple release the ios7 for my phone already. I really want to see the difference in person.,20-10-2017
@7evenStarz @Apple you have made no statement about the female condom.,18-10-2017
China: @Apple no convence http://cort.as/5oXn,15-10-2017
"Will @apple help me fix my screen bc it doesn't work at all. I only dropped it and didn't work anymore, but i have no cracks on the screen",23-10-2017
@apple @itunes y'all need to add that music que to the iPhones in iOS 7,24-10-2017
When are y'all gonna come out with the iJordans? @Apple @MichaelJordan,23-10-2017
"At the @Apple store finally getting a new phone....it's been real 4s, but you just had to crack!",21-10-2017
i need a middle finger emoji @apple mAKE ONE,16-10-2017
Why y'all jerks not puttin the 5s on presale @apple ?!,29-10-2017
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzqp",16-10-2017
"With iBeacon, @Apple is going to dump on NFC and embrace the internet of things: http://goo.gl/PZQZsQ",21-10-2017
Why does my phone tell me I work today @apple,18-10-2017
#Nefarious @Apple says don't sweat it The data isn't stored on their servers or in the cloud but on the phone itself    http://bit.ly/1bgRunD,17-10-2017
thanks @apple. second charger this week. pic.twitter.com/cXbjgFjiAy,24-10-2017
@iPhoneTeam I'm moving to #Japan !! #TeamiPhone #TeamApple @apple,15-10-2017
How Wal-Mart's #IPhone Discount Defeated Apple's Price Controls | @Walmart @Apple | http://ow.ly/oQLkj,19-10-2017
All I wanted was waterproof and a front flash @apple ??,29-10-2017
@IvanKostynyk @verge @Apple There was so much leakage prior to the event that the release didn't bring much new information.,23-10-2017
@TarekAlaya @BlackBerry @Apple @google our simple dualcores makes pieces of iPhone 5 in benchmarks and beats a lot of quadcores,30-10-2017
OS X 10.8.5 indirilmeye sunulmus @apple,20-10-2017
.@Apple If you don't send me the gold iPhone 5S for free I will kill my mom. pic.twitter.com/hACMrMS5I1,23-10-2017
Lmao i hate u RT @JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan,22-10-2017
The @Apple home page is light green advertising a plastic #iPhone5C -- the terrorists truly have won.,15-10-2017
#iOS #iOS7 #Apple @AppStore @applenws @apple #apple #jonyive @jonyive #uglyapps #ugly #fixed pic.twitter.com/Es1LN0abGC,22-10-2017
@Apple can't trick @Speck. #SocialParty2013 http://ow.ly/oN9uO,22-10-2017
"Hola bby, eres sensual @apple.",25-10-2017
@MobileKeverett You just wait. It will be immediately sold out when it's released. @Apple,17-10-2017
I want the GOLD ONE!! I wonder if they'll interchange my black iPhone 5 for it. It's a year old you greedy muthafreakers! @apple ??,23-10-2017
Please tell me @apple created a option to get out of a group message. #iphone5s,21-10-2017
This isn't just about a nice to have. PwC on why @Apple @Facebook 95 other global corps should disclose emisions http://bit.ly/18Xc8Dk,15-10-2017
"Psst, @apple, please let us customize icons for groups of apps on our iOS devices",15-10-2017
Create sturdier cords @apple,21-10-2017
@mishi_za @natz0711 @SamsungSA perfect time to move to @Apple they don't seem to care about you,25-10-2017
So @apple when was raining at 4 meant to say pouring at 1,30-10-2017
@Vada_YDG @apple can u make a middle finger emoji,25-10-2017
"@ibogost @TheAtlanticTECH @apple The #iPhone5S is #JonyIves banging those ""champfered edges"" like they were cowbells.",18-10-2017
Argh la espera ha sido eterna >< quiero ya el nuevo macbook pro 2013 @apple,27-10-2017
@GuardianSustBiz @CDP @Apple our data addictions mean huge carbon emission.,26-10-2017
"Hey @apple #iOS7 #iOS Why go flat, then use a 3D parallax effect on the homescreen? #needdepth #fixcontrast",24-10-2017
@annieftmccann @Apple darn she @ em and erthing,16-10-2017
"Japoneses acampan afuera de la tienda de @Apple en #Tokio, para ser  comprar los nuevos iPhone 5S y el 5C pic.twitter.com/0xUPoJfQ3z",20-10-2017
1% = 10%. I went to bed and woke up the next morning and my phone was still on 1%. @apple,23-10-2017
@JZFan @Apple @michaeljordan true! Ppl would lose all act right if that were to happen. Lmao,30-10-2017
#iPhone5S @apple Activist Post: Unmasking the Real Steve Jobs http://po.st/f06pN5  via @po_st,28-10-2017
"@Samsung & @Apple , we need phones with an endless battery life.",15-10-2017
Wishing @Apple had released a plastic backed 5s.  For obvious reasons...of course. http://sdrv.ms/163bRNs,26-10-2017
It's weird and a little #upsetting that @TheAppleInc doesn't have @Apple as its handle.,23-10-2017
"@highsnobiety @Apple this is so Nokia Lumia, it's sick!",23-10-2017
C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune,29-10-2017
@apple @AyudaMovistarVe apple m mando al operador local para solicitar liberacion de mi iphone4s. Apple said that Movistar VE should do it,29-10-2017
"Ha! @bdwallace ""@thepartycow Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain! pic.twitter.com/C6mGAMRQMI""",26-10-2017
"@highlyHIGHtori @Apple nah they didn't lie,they don't want you using it... It's a word tho",26-10-2017
#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION,29-10-2017
Can @Apple just buy IHOP already & turn it into a three-legged race store where nothing is as it seems?,15-10-2017
Really wishing @apple would offer me $200 for my IPad 1. Early adopters should be taken care of too!,15-10-2017
"@apple #iOS7 need to have more Filters to the camera , or remove 2 of the 3 black & white filters .. pic.twitter.com/Z05B3SaPoY",30-10-2017
"Quelqu'un peut-il expliquer a apple ce qu'est le ""low cost"" !! @Apple",16-10-2017
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpn",22-10-2017
"These days, @Apple is more like a fashion label than an electronics company http://qz.com/123930  via @qz",28-10-2017
"Well taught alumna?RT @mchoto Curious re @Apple MKT dept thought process. Really dont get 5c. Same 5, only $100 less. No new mkt share.",27-10-2017
???????????? RT @kemalnads: JazzyJeff @Apple what the...,28-10-2017
http://thndr.it/14IFdTv  #phonebloks   @samsung @apple,21-10-2017
@jonjonnyp @Apple You will have to queue up in person with the rest of the normals & uglies to get the 5s.,29-10-2017
"Ha @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/MH4QF0dAM0",17-10-2017
Watched someone give a presentation this morning on their @Apple iPad only to have their unlock pw key presses be illuminated on screen.,28-10-2017
Yo @Apple where is the update to allow u to access your call history while on the phone?!,30-10-2017
It's about time that @apple released 0.7.5,25-10-2017
Silly @Microsoft. Making fun of @apple won't sell more products. It makes you look desperate.  Desperate is a bad strategy.,18-10-2017
@Apple and @BarackObama - laugh now but think about it pic.twitter.com/om0lZDgIRs http://nblo.gs/P1hLe,25-10-2017
@apple wheres? pic.twitter.com/dNxOECPQ3T,21-10-2017
"@dave1010 @nsa @Apple iphone5c is ready to receive your biometrics , Sir",22-10-2017
#RT      This is why #IChooseBlackBerry10     http://bit.ly/17sKeRJ     #iPhone5S  #iPadMini  @JimmyKimmel  #BB10  @BlackBerry   #QNX  #Z10  @Apple  #LOL,25-10-2017
Since @Apple teases us with the phone weeks before you can buy it; can I do the same with my payment for the phone?,17-10-2017
"Talked to @apple today, looks like another week until I get my computer back :(",27-10-2017
"Menos mal que compre bitcoins en lugar de acciones de @Apple, lol",16-10-2017
@apple care protection is onzin voor veel geld bij @ivizi_apr +macbook gekocht nu harde schijf kapot maar geen garantie door deukjes #fail,20-10-2017
. @Apple Doubles Down On An Incredibly Risky #Business #Strategy http://ow.ly/oMtWZ,24-10-2017
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpS",18-10-2017
? ????? #iPhone5S @apple ????? ???????? ?? ?????? ?????? ???? ?? ? ????????? ???????... go NSA ??????,21-10-2017
Banned #iPhone 5S Promo @apple  http://youtu.be/fzG4BcaK064,29-10-2017
@apple and @verizon wireless need to figure out this iPhone roll out and take care of business,28-10-2017
Now I'm worried about Gmail tabs - the iPhone 5s/c email announcement from @Apple landed in my Updates tab #gmailapocalypse,15-10-2017
@Apple non-authorized Apple guy replaced my ipad wifi antenna for $50 while I had lunch. #asia #genius,25-10-2017
"@Apple a lot of people have said the iPhone 5S/5C did not contain any major innovations, maybe you need to adjust to their shallowness...",30-10-2017
In with the new but how the heck do I switch it on? Destructions don't say #help @apple pic.twitter.com/Epn891EAk7,27-10-2017
@MuldoonPatrick @AppStore @Apple @AppleTweets Must be time to switch to @AvidProTools I've never had a problem with @AvidProTools Cust Serv.,25-10-2017
"I want @microsoft, @google, @apple, and @facebook to stop taking cheap potshots at each other. Just tell us why *your own* product is good.",29-10-2017
":-) ""Turns out that 'c' in Apple's iPhone 5c doesn't stand for 'cheaper"" @apple #iphone  http://lnkd.in/bMWsyRR",21-10-2017
It's 2013 why can't I highlight text and un-capitalize it @apple like what are you guys even doing?,20-10-2017
@apple where tf is my update ?,28-10-2017
@Apple should have saved #iOS7's reveal to go with the phones.,26-10-2017
"@Apple: And, you all're standing a really really good chance of a lawsuit, unless you do my best friend right.  That's all that there is.",19-10-2017
@MattHouse15 @Apple What They haven't came out with iOS7 yet ill never know,27-10-2017
@Apple why is 16 gigs of storage even considered sufficient.,23-10-2017
I'm pretty sure @Apple purchased Nokia's old ring tones from MS for iOS 7. #lame #2002 #8bitsound,30-10-2017
@natz0711 @mishi_za @SamsungSA @Apple infrastructure not quite there yet,22-10-2017
"Seriously, @Apple - I carry two devices. #iPhone and #Walkman. You do FM on the nano, and your iPhone chips support FM. Just make it happen.",17-10-2017
@JoshAnderson09 @apple #iTards,21-10-2017
I have 0 storage left so I get her any texts or send any texts k thank @apple,21-10-2017
@apple what about #BBM4ALL ?? Why haven't you approved the app on iOS yet?,19-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtOD  Condescension, anyone?",18-10-2017
Phone autocorrects five to fivefifths. Thanks @Apple I'm outchea,25-10-2017
Almost half a grand for an @Apple iPhone 5(c)heap is a bit steep.,24-10-2017
THIS PHONE OMFG.    @apple ima need you to get it together.,16-10-2017
"But really, why am I looking at the video about the iphone 5s? It's not like I can afford it. *logs off @apple website*",22-10-2017
@Tom_fairclough9 @Apple or last longer than an hour when you actually use it. Like your supposed to?,30-10-2017
@Goddessvicky If only Jarvis could replace Siri. Think about it @Apple,24-10-2017
@fulltimebro @Apple ohhhhhh you need this new phone or you will die!!!!!!!,20-10-2017
"I'm happy that after a year of lies @apple has finally called the ""White"" iPhone what it really is .. Silver",20-10-2017
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzo9",24-10-2017
@Apple needs to get on the @UVVU bandwagon - all these new movies are coming out without #iTunes redemption codes (sad)!,20-10-2017
my ipod cracked hAlp @apple,21-10-2017
"C'mon @apple, you can do better! pic.twitter.com/zrJCO2LeJn",16-10-2017
"@apple #apple alleen kapotte batterij vervangen, telefoon al twee weken kwijt, bad service :(",29-10-2017
"@Google #Nexus4 $199 w/o contract. @Apple #iPhone 5c $549 w/o contract. There's ""premium"" and there's ""YIKES!"" http://shar.es/ijR3q",15-10-2017
u should make better chargers @apple,24-10-2017
Siri is being mean to me @apple pic.twitter.com/8c6IdlywTc,21-10-2017
What @Om Malik likes and doesn't like about the new @Apple iPhones http://buff.ly/1eGmopu,20-10-2017
"Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/75hRORixpc",16-10-2017
Telcos are the worst consumer companies in the U.S. They make Apple look like a childrens show lol. @millerjr99 @Apple,23-10-2017
@apple hurry up with ios7 fs,30-10-2017
one in Katy too smh @apple,27-10-2017
I wonder how come @Apple takes 10 days to UNsubscribe you from EMs when they can JOIN you to an e-mail list in milliseconds... :-P,27-10-2017
"I don't think @Apple will be linking to this, guys!  RT @PopSci: Infographic! Should you buy a new iPhone? http://pops.ci/14MhGof",22-10-2017
customer service? 2nd day trying to get a new phone and staff is rude + blows through appt times. Time to switch from @apple #apple #soho,24-10-2017
@avoninspire @Apple omg same.,20-10-2017
Since yall stopped sellin the iPhone 5 they should lower the prices on it so I can pay it off quicker and get the iPhone 5s @apple,16-10-2017
@DGDtheband is like @apple they're driving up the demand for their album by only releasing one song.,16-10-2017
"Waay too many people waiting for #AppleCare, in my @Apple era this would not have been acceptable #Commodity pic.twitter.com/hgzYTEx3ya",22-10-2017
Why does @Apple want your finger prints? @NSA,16-10-2017
@jeanettehayes @Apple the company is literally not the same. at all.,30-10-2017
@1JazzyJeff @Apple what the...,30-10-2017
Darn why isn't there a middle finger emoji yet....it's needed!!!! not these!! ??????????????????????????????????????? @apple,24-10-2017
Ok the iPhone 5C looks weird and is very different from the previous Apple Products #Apple @Apple,27-10-2017
"Yo smart butt always tryna correct me when I know wtf I put but don't have them reddots under ""ain't"" & ain't AIN'T EVEN A WORD @apple",28-10-2017
".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzms",29-10-2017
@Apple YH News Apple Stock Falls as Analysts Boo iPhone 5C Pricing: Apple stock (NASDAQ: AAPL) is in a near fr...  http://bit.ly/yh1pyu,28-10-2017
"Desaparecido el iPhone 5 de la Web de Apple (Descontinuado) AH OK!, y el 4S sigue en venta! que increible son esta gente de @apple",15-10-2017
@mog_sharif @DougRTequan @Android @Apple @Apples @Microsoft #Everybody now likes Android.,19-10-2017
@GuardianSustBiz @Apple @facebook @amazon #notgoodenough #CSR @Dr_Lara_Zib,21-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtMg  Condescension, anyone?",25-10-2017
I cannot change the server seed or gamemode or whitelist until @apple  Approves MCPE 0.7.5 for iOS,16-10-2017
@yld_thng @Apple what I thought pre-orders started today? Website lied?,18-10-2017
"by discontinuing #iphone5, @apple undercut ppl who wanted 2 get 1 once its $ drops. now, they have 2 get #iphone5C or new 5S. + or - sale ??",26-10-2017
"If you could make chargers that don't rip in 5 days, that'd be great. @apple",30-10-2017
"""@Apple didn't comment on wether the #NSA was involved in the development of Touch ID or if it has access to the encrypted data stored...""",28-10-2017
"Has @Apple lost it?  The latest product announces are evolutionary, not revolutionary.  New @Android are looking good....Time to switch?",27-10-2017
@Liberationtech @Apple @TriBizTech  disaster to make biometric ID the #1 selling point of iPhone in a post #Snowden and @ggreenwald world,30-10-2017
@ETGoldNews  @Apple Apple announces a gold iPhone and the price of gold drops.,23-10-2017
@howswelegant @Apple @bubblemania @laurenjessa what. The. F. & what happened to your phone?!?!??,30-10-2017
Why ain't I getting my email notifications @apple,29-10-2017
"@apple: love your products, hate inefficiencies of Genius Bar; why make an apt when I still need to wait 30mins?! http://4sq.com/1eOIu9d",15-10-2017
Hello @apple is your new iPhone going scratch every time you touch and crash when you get a few messages?,27-10-2017
Aiming at high end with iPhones is classic @Apple http://usat.ly/19OfIC1  via @USATODAY,17-10-2017
Mi banca rota es culpa de @Apple :(,25-10-2017
#iphone5s rs 6000 in #usa but 40000 in india why?? @appletweets @apple #iphone #apple #rip #india #rupeefalling,18-10-2017
I'm in agreement with Alaric here. Why isn't NFC in the iPhone? #iPhone @Apple @Polar_Moment http://lnkd.in/bnCWBJ3,18-10-2017
My iPhone cracked @apple when the new ones coming out,30-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtJB  Condescension, anyone?",18-10-2017
@apple why is the 5s $199 in the US & $719 in canada .. ?,28-10-2017
My iphone4 has so many broken features. Basic operation is Difficult. Cannot wait til sept 20 to get a new phone @apple #FirstWorldProblems,21-10-2017
".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtEr  Condescension, anyone?",27-10-2017
??13???????@apple store ?? ???????????????????????????????????????????????????????,27-10-2017
@Punk240z @Apple how come you aren't also defending the female condom?,20-10-2017
@PGAFFII @Apple yes. My phone has been acting strange since Tuesday.,23-10-2017
"@Apple missed KEY security opps w/ fingerprint scanner, eg scanning/sending prints of #iPhone thieves = theft deterrent & recovery aid. cc",21-10-2017
